,bookwolf,cliffnotes,gradesaver,novelguide,pinkmonkey,sparknotes,thebestnotes
"bleak-house-chapter-12, sentence-8",,1.0,,1.0,,1.0,
"bleak-house-chapter-12, sentence-9",,0.0,,1.0,,1.0,
"bleak-house-chapter-12, sentence-10",,0.0,,1.0,,1.0,
"bleak-house-chapter-12, sentence-11",,0.0,,0.0,,0.0,
"bleak-house-chapter-12, sentence-12",,0.0,,1.0,,1.0,
"bleak-house-chapter-12, sentence-13",,0.0,,1.0,,1.0,
"bleak-house-chapter-12, sentence-14",,0.0,,1.0,,0.0,
"bleak-house-chapter-12, sentence-15",,0.0,,1.0,,1.0,
"bleak-house-chapter-12, sentence-16",,0.0,,1.0,,1.0,
"bleak-house-chapter-12, sentence-17",,0.0,,1.0,,1.0,
"bleak-house-chapter-12, sentence-18",,0.0,,0.0,,0.0,
"bleak-house-chapter-12, sentence-19",,0.0,,1.0,,0.0,
"bleak-house-chapter-12, sentence-20",,0.0,,1.0,,0.0,
"bleak-house-chapter-12, sentence-21",,0.0,,0.0,,0.0,
"bleak-house-chapter-12, sentence-22",,1.0,,1.0,,1.0,
"bleak-house-chapter-12, sentence-23",,0.0,,0.0,,0.0,
"bleak-house-chapter-12, sentence-24",,0.0,,0.0,,0.0,
"bleak-house-chapter-12, sentence-25",,0.0,,1.0,,1.0,
"bleak-house-chapter-12, sentence-26",,1.0,,1.0,,1.0,
"bleak-house-chapter-12, sentence-27",,1.0,,0.0,,1.0,
"bleak-house-chapter-12, sentence-28",,0.0,,1.0,,1.0,
"bleak-house-chapter-12, sentence-29",,0.0,,1.0,,1.0,
"bleak-house-chapter-12, sentence-30",,0.0,,1.0,,0.0,
"bleak-house-chapter-13, sentence-0",,0.0,,1.0,,0.0,
"bleak-house-chapter-13, sentence-1",,0.0,,1.0,,0.0,
"bleak-house-chapter-13, sentence-2",,1.0,,1.0,,0.0,
"bleak-house-chapter-13, sentence-3",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-4",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-5",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-6",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-7",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-8",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-9",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-10",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-11",,1.0,,1.0,,1.0,
"bleak-house-chapter-13, sentence-12",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-13",,1.0,,1.0,,1.0,
"bleak-house-chapter-13, sentence-14",,1.0,,1.0,,1.0,
"bleak-house-chapter-13, sentence-15",,0.0,,1.0,,0.0,
"bleak-house-chapter-13, sentence-16",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-17",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-18",,0.0,,1.0,,0.0,
"bleak-house-chapter-13, sentence-19",,0.0,,1.0,,0.0,
"bleak-house-chapter-13, sentence-20",,0.0,,0.0,,1.0,
"bleak-house-chapter-13, sentence-21",,1.0,,1.0,,0.0,
"bleak-house-chapter-13, sentence-22",,0.0,,1.0,,0.0,
"bleak-house-chapter-13, sentence-23",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-24",,0.0,,0.0,,1.0,
"bleak-house-chapter-13, sentence-25",,1.0,,1.0,,1.0,
"bleak-house-chapter-13, sentence-26",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-27",,1.0,,1.0,,1.0,
"bleak-house-chapter-13, sentence-28",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-29",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-30",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-31",,0.0,,1.0,,1.0,
"bleak-house-chapter-13, sentence-32",,1.0,,1.0,,1.0,
"bleak-house-chapter-13, sentence-33",,0.0,,1.0,,1.0,
"bleak-house-chapter-13, sentence-34",,1.0,,1.0,,1.0,
"bleak-house-chapter-13, sentence-35",,0.0,,1.0,,0.0,
"bleak-house-chapter-13, sentence-36",,1.0,,1.0,,0.0,
"bleak-house-chapter-13, sentence-37",,0.0,,0.0,,1.0,
"bleak-house-chapter-13, sentence-38",,0.0,,0.0,,1.0,
"bleak-house-chapter-13, sentence-39",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-40",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-41",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-42",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-43",,1.0,,1.0,,1.0,
"bleak-house-chapter-13, sentence-44",,0.0,,0.0,,0.0,
"bleak-house-chapter-13, sentence-45",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-0",,1.0,,0.0,,1.0,
"bleak-house-chapter-14, sentence-1",,0.0,,0.0,,1.0,
"bleak-house-chapter-14, sentence-2",,1.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-3",,0.0,,0.0,,1.0,
"bleak-house-chapter-14, sentence-4",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-5",,0.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-6",,0.0,,0.0,,1.0,
"bleak-house-chapter-14, sentence-7",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-8",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-9",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-10",,1.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-11",,0.0,,1.0,,0.0,
"bleak-house-chapter-14, sentence-12",,1.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-13",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-14",,0.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-15",,0.0,,1.0,,0.0,
"bleak-house-chapter-14, sentence-16",,1.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-17",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-18",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-19",,1.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-20",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-21",,0.0,,0.0,,1.0,
"bleak-house-chapter-14, sentence-22",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-23",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-24",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-25",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-26",,0.0,,1.0,,0.0,
"bleak-house-chapter-14, sentence-27",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-28",,0.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-29",,0.0,,0.0,,1.0,
"bleak-house-chapter-14, sentence-30",,0.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-31",,0.0,,1.0,,0.0,
"bleak-house-chapter-14, sentence-32",,0.0,,1.0,,0.0,
"bleak-house-chapter-14, sentence-33",,0.0,,1.0,,0.0,
"bleak-house-chapter-14, sentence-34",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-35",,1.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-36",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-37",,0.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-38",,0.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-39",,1.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-40",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-41",,0.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-42",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-43",,0.0,,0.0,,1.0,
"bleak-house-chapter-14, sentence-44",,0.0,,0.0,,1.0,
"bleak-house-chapter-14, sentence-45",,1.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-46",,0.0,,0.0,,1.0,
"bleak-house-chapter-14, sentence-47",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-48",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-49",,1.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-50",,0.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-51",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-52",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-53",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-54",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-55",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-56",,1.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-57",,1.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-58",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-59",,1.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-60",,0.0,,1.0,,1.0,
"bleak-house-chapter-14, sentence-61",,0.0,,0.0,,1.0,
"bleak-house-chapter-14, sentence-62",,1.0,,0.0,,1.0,
"bleak-house-chapter-14, sentence-63",,0.0,,0.0,,1.0,
"bleak-house-chapter-14, sentence-64",,0.0,,0.0,,0.0,
"bleak-house-chapter-14, sentence-65",,0.0,,0.0,,0.0,
"bleak-house-chapter-15, sentence-0",,0.0,,0.0,,1.0,
"bleak-house-chapter-15, sentence-1",,0.0,,0.0,,0.0,
"bleak-house-chapter-15, sentence-2",,0.0,,1.0,,1.0,
"bleak-house-chapter-15, sentence-3",,0.0,,0.0,,0.0,
"bleak-house-chapter-15, sentence-4",,0.0,,0.0,,0.0,
"bleak-house-chapter-15, sentence-5",,0.0,,1.0,,0.0,
"bleak-house-chapter-15, sentence-6",,1.0,,1.0,,1.0,
"bleak-house-chapter-15, sentence-7",,0.0,,0.0,,0.0,
"bleak-house-chapter-15, sentence-8",,0.0,,0.0,,0.0,
"bleak-house-chapter-15, sentence-9",,1.0,,1.0,,1.0,
"bleak-house-chapter-15, sentence-10",,0.0,,0.0,,0.0,
"bleak-house-chapter-15, sentence-11",,1.0,,1.0,,1.0,
"bleak-house-chapter-15, sentence-12",,0.0,,1.0,,1.0,
"bleak-house-chapter-15, sentence-13",,0.0,,1.0,,0.0,
"bleak-house-chapter-15, sentence-14",,1.0,,1.0,,1.0,
"bleak-house-chapter-15, sentence-15",,0.0,,1.0,,1.0,
"bleak-house-chapter-15, sentence-16",,0.0,,1.0,,0.0,
"bleak-house-chapter-15, sentence-17",,1.0,,1.0,,0.0,
"bleak-house-chapter-15, sentence-18",,0.0,,0.0,,0.0,
"bleak-house-chapter-15, sentence-19",,0.0,,1.0,,0.0,
"bleak-house-chapter-15, sentence-20",,1.0,,1.0,,1.0,
"bleak-house-chapter-15, sentence-21",,1.0,,1.0,,1.0,
"bleak-house-chapter-15, sentence-22",,0.0,,0.0,,0.0,
"bleak-house-chapter-15, sentence-23",,1.0,,1.0,,1.0,
"bleak-house-chapter-15, sentence-24",,0.0,,0.0,,1.0,
"bleak-house-chapter-15, sentence-25",,0.0,,0.0,,0.0,
"bleak-house-chapter-15, sentence-26",,0.0,,1.0,,1.0,
"bleak-house-chapter-15, sentence-27",,0.0,,0.0,,0.0,
"bleak-house-chapter-15, sentence-28",,0.0,,0.0,,1.0,
"bleak-house-chapter-15, sentence-29",,1.0,,1.0,,1.0,
"bleak-house-chapter-15, sentence-30",,0.0,,0.0,,1.0,
"bleak-house-chapter-15, sentence-31",,1.0,,0.0,,1.0,
"bleak-house-chapter-15, sentence-32",,0.0,,0.0,,0.0,
"bleak-house-chapter-15, sentence-33",,0.0,,1.0,,1.0,
"bleak-house-chapter-15, sentence-34",,1.0,,0.0,,0.0,
"bleak-house-chapter-15, sentence-35",,1.0,,1.0,,1.0,
"bleak-house-chapter-15, sentence-36",,1.0,,1.0,,1.0,
"bleak-house-chapter-15, sentence-37",,0.0,,1.0,,0.0,
"bleak-house-chapter-16, sentence-0",,1.0,,1.0,,1.0,
"bleak-house-chapter-16, sentence-1",,1.0,,1.0,,0.0,
"bleak-house-chapter-16, sentence-2",,0.0,,0.0,,0.0,
"bleak-house-chapter-16, sentence-3",,0.0,,0.0,,0.0,
"bleak-house-chapter-16, sentence-4",,0.0,,0.0,,0.0,
"bleak-house-chapter-16, sentence-5",,0.0,,1.0,,0.0,
"bleak-house-chapter-16, sentence-6",,0.0,,0.0,,1.0,
"bleak-house-chapter-16, sentence-7",,0.0,,0.0,,0.0,
"bleak-house-chapter-16, sentence-8",,0.0,,1.0,,0.0,
"bleak-house-chapter-16, sentence-9",,0.0,,0.0,,0.0,
"bleak-house-chapter-16, sentence-10",,0.0,,0.0,,0.0,
"bleak-house-chapter-16, sentence-11",,0.0,,0.0,,0.0,
"bleak-house-chapter-16, sentence-12",,0.0,,0.0,,1.0,
"bleak-house-chapter-16, sentence-13",,0.0,,0.0,,0.0,
"bleak-house-chapter-16, sentence-14",,0.0,,0.0,,0.0,
"bleak-house-chapter-16, sentence-15",,1.0,,1.0,,0.0,
"bleak-house-chapter-16, sentence-16",,0.0,,1.0,,0.0,
"bleak-house-chapter-16, sentence-17",,0.0,,0.0,,0.0,
"bleak-house-chapter-16, sentence-18",,0.0,,0.0,,1.0,
"bleak-house-chapter-16, sentence-19",,1.0,,1.0,,1.0,
"bleak-house-chapter-16, sentence-20",,0.0,,0.0,,0.0,
"bleak-house-chapter-16, sentence-21",,0.0,,1.0,,1.0,
"bleak-house-chapter-16, sentence-22",,0.0,,0.0,,0.0,
"bleak-house-chapter-16, sentence-23",,0.0,,1.0,,1.0,
"bleak-house-chapter-16, sentence-24",,0.0,,1.0,,1.0,
"bleak-house-chapter-16, sentence-25",,0.0,,0.0,,0.0,
"bleak-house-chapter-16, sentence-26",,0.0,,1.0,,1.0,
"bleak-house-chapter-16, sentence-27",,0.0,,1.0,,1.0,
"bleak-house-chapter-16, sentence-28",,0.0,,1.0,,1.0,
"bleak-house-chapter-16, sentence-29",,0.0,,0.0,,1.0,
"bleak-house-chapter-16, sentence-30",,1.0,,0.0,,1.0,
"bleak-house-chapter-16, sentence-31",,0.0,,0.0,,0.0,
"bleak-house-chapter-16, sentence-32",,1.0,,1.0,,1.0,
"bleak-house-chapter-16, sentence-33",,0.0,,1.0,,1.0,
"bleak-house-chapter-16, sentence-34",,0.0,,1.0,,1.0,
"bleak-house-chapter-16, sentence-35",,0.0,,1.0,,1.0,
"bleak-house-chapter-16, sentence-36",,0.0,,0.0,,0.0,
"bleak-house-chapter-17, sentence-0",,0.0,,0.0,,0.0,
"bleak-house-chapter-17, sentence-1",,0.0,,1.0,,0.0,
"bleak-house-chapter-17, sentence-2",,1.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-3",,1.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-4",,1.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-5",,1.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-6",,0.0,,0.0,,0.0,
"bleak-house-chapter-17, sentence-7",,1.0,,1.0,,0.0,
"bleak-house-chapter-17, sentence-8",,0.0,,1.0,,0.0,
"bleak-house-chapter-17, sentence-9",,0.0,,1.0,,0.0,
"bleak-house-chapter-17, sentence-10",,0.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-11",,1.0,,0.0,,0.0,
"bleak-house-chapter-17, sentence-12",,0.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-13",,0.0,,0.0,,1.0,
"bleak-house-chapter-17, sentence-14",,0.0,,0.0,,0.0,
"bleak-house-chapter-17, sentence-15",,0.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-16",,0.0,,0.0,,0.0,
"bleak-house-chapter-17, sentence-17",,1.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-18",,1.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-19",,0.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-20",,1.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-21",,1.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-22",,0.0,,0.0,,1.0,
"bleak-house-chapter-17, sentence-23",,0.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-24",,0.0,,0.0,,0.0,
"bleak-house-chapter-17, sentence-25",,0.0,,0.0,,0.0,
"bleak-house-chapter-17, sentence-26",,0.0,,0.0,,0.0,
"bleak-house-chapter-17, sentence-27",,0.0,,0.0,,0.0,
"bleak-house-chapter-17, sentence-28",,0.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-29",,1.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-30",,0.0,,0.0,,1.0,
"bleak-house-chapter-17, sentence-31",,0.0,,1.0,,0.0,
"bleak-house-chapter-17, sentence-32",,0.0,,0.0,,1.0,
"bleak-house-chapter-17, sentence-33",,0.0,,0.0,,0.0,
"bleak-house-chapter-17, sentence-34",,0.0,,0.0,,1.0,
"bleak-house-chapter-17, sentence-35",,0.0,,0.0,,1.0,
"bleak-house-chapter-17, sentence-36",,0.0,,1.0,,1.0,
"bleak-house-chapter-17, sentence-37",,0.0,,0.0,,1.0,
"bleak-house-chapter-17, sentence-38",,0.0,,1.0,,1.0,
"bleak-house-chapter-18, sentence-0",,0.0,0.0,0.0,,0.0,
"bleak-house-chapter-18, sentence-1",,0.0,0.0,1.0,,0.0,
"bleak-house-chapter-18, sentence-2",,0.0,0.0,0.0,,0.0,
"bleak-house-chapter-18, sentence-3",,0.0,0.0,0.0,,0.0,
"bleak-house-chapter-18, sentence-4",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-5",,0.0,1.0,1.0,,0.0,
"bleak-house-chapter-18, sentence-6",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-7",,0.0,0.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-8",,0.0,0.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-9",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-10",,0.0,0.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-11",,1.0,1.0,1.0,,0.0,
"bleak-house-chapter-18, sentence-12",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-13",,0.0,1.0,1.0,,0.0,
"bleak-house-chapter-18, sentence-14",,0.0,1.0,1.0,,0.0,
"bleak-house-chapter-18, sentence-15",,0.0,0.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-16",,0.0,0.0,0.0,,0.0,
"bleak-house-chapter-18, sentence-17",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-18",,0.0,0.0,0.0,,0.0,
"bleak-house-chapter-18, sentence-19",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-20",,0.0,1.0,0.0,,0.0,
"bleak-house-chapter-18, sentence-21",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-22",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-23",,1.0,1.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-24",,0.0,0.0,1.0,,0.0,
"bleak-house-chapter-18, sentence-25",,0.0,0.0,0.0,,0.0,
"bleak-house-chapter-18, sentence-26",,0.0,0.0,1.0,,0.0,
"bleak-house-chapter-18, sentence-27",,0.0,1.0,0.0,,1.0,
"bleak-house-chapter-18, sentence-28",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-29",,0.0,0.0,1.0,,0.0,
"bleak-house-chapter-18, sentence-30",,0.0,0.0,0.0,,0.0,
"bleak-house-chapter-18, sentence-31",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-32",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-33",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-34",,0.0,0.0,0.0,,1.0,
"bleak-house-chapter-18, sentence-35",,0.0,0.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-36",,0.0,0.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-37",,1.0,1.0,1.0,,1.0,
"bleak-house-chapter-18, sentence-38",,0.0,0.0,1.0,,0.0,
"bleak-house-chapter-18, sentence-39",,0.0,1.0,0.0,,1.0,
"bleak-house-chapter-18, sentence-40",,0.0,0.0,0.0,,0.0,
"bleak-house-chapter-19, sentence-0",,0.0,0.0,0.0,,0.0,
"bleak-house-chapter-19, sentence-1",,1.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-2",,1.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-3",,1.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-4",,0.0,1.0,0.0,,1.0,
"bleak-house-chapter-19, sentence-5",,1.0,1.0,0.0,,1.0,
"bleak-house-chapter-19, sentence-6",,0.0,1.0,0.0,,1.0,
"bleak-house-chapter-19, sentence-7",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-8",,1.0,0.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-9",,1.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-10",,1.0,0.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-11",,1.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-12",,1.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-13",,1.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-14",,1.0,0.0,0.0,,1.0,
"bleak-house-chapter-19, sentence-15",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-16",,1.0,0.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-17",,0.0,0.0,0.0,,0.0,
"bleak-house-chapter-19, sentence-18",,1.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-19",,1.0,1.0,0.0,,1.0,
"bleak-house-chapter-19, sentence-20",,0.0,0.0,0.0,,0.0,
"bleak-house-chapter-19, sentence-21",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-22",,1.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-23",,1.0,1.0,0.0,,1.0,
"bleak-house-chapter-19, sentence-24",,1.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-25",,0.0,0.0,0.0,,0.0,
"bleak-house-chapter-19, sentence-26",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-27",,1.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-28",,1.0,1.0,0.0,,1.0,
"bleak-house-chapter-19, sentence-29",,0.0,0.0,0.0,,0.0,
"bleak-house-chapter-19, sentence-30",,0.0,1.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-31",,1.0,0.0,1.0,,1.0,
"bleak-house-chapter-19, sentence-32",,1.0,1.0,1.0,,1.0,
"bleak-house-chapter-20, sentence-0",,,,0.0,,0.0,
"bleak-house-chapter-20, sentence-1",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-2",,,,0.0,,1.0,
"bleak-house-chapter-20, sentence-3",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-4",,,,1.0,,0.0,
"bleak-house-chapter-20, sentence-5",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-6",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-7",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-8",,,,0.0,,0.0,
"bleak-house-chapter-20, sentence-9",,,,0.0,,0.0,
"bleak-house-chapter-20, sentence-10",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-11",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-12",,,,0.0,,0.0,
"bleak-house-chapter-20, sentence-13",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-14",,,,1.0,,0.0,
"bleak-house-chapter-20, sentence-15",,,,0.0,,1.0,
"bleak-house-chapter-20, sentence-16",,,,0.0,,0.0,
"bleak-house-chapter-20, sentence-17",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-18",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-19",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-20",,,,0.0,,0.0,
"bleak-house-chapter-20, sentence-21",,,,1.0,,0.0,
"bleak-house-chapter-20, sentence-22",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-23",,,,0.0,,0.0,
"bleak-house-chapter-20, sentence-24",,,,0.0,,0.0,
"bleak-house-chapter-20, sentence-25",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-26",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-27",,,,1.0,,0.0,
"bleak-house-chapter-20, sentence-28",,,,0.0,,0.0,
"bleak-house-chapter-20, sentence-29",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-30",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-31",,,,1.0,,1.0,
"bleak-house-chapter-20, sentence-32",,,,0.0,,0.0,
"bleak-house-chapter-20, sentence-33",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-0",,,,0.0,,1.0,
"bleak-house-chapter-21, sentence-1",,,,0.0,,0.0,
"bleak-house-chapter-21, sentence-2",,,,0.0,,1.0,
"bleak-house-chapter-21, sentence-3",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-4",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-5",,,,0.0,,0.0,
"bleak-house-chapter-21, sentence-6",,,,0.0,,0.0,
"bleak-house-chapter-21, sentence-7",,,,0.0,,1.0,
"bleak-house-chapter-21, sentence-8",,,,0.0,,1.0,
"bleak-house-chapter-21, sentence-9",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-10",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-11",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-12",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-13",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-14",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-15",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-16",,,,0.0,,0.0,
"bleak-house-chapter-21, sentence-17",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-18",,,,0.0,,1.0,
"bleak-house-chapter-21, sentence-19",,,,0.0,,0.0,
"bleak-house-chapter-21, sentence-20",,,,0.0,,0.0,
"bleak-house-chapter-21, sentence-21",,,,0.0,,0.0,
"bleak-house-chapter-21, sentence-22",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-23",,,,0.0,,1.0,
"bleak-house-chapter-21, sentence-24",,,,1.0,,0.0,
"bleak-house-chapter-21, sentence-25",,,,0.0,,0.0,
"bleak-house-chapter-21, sentence-26",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-27",,,,1.0,,0.0,
"bleak-house-chapter-21, sentence-28",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-29",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-30",,,,0.0,,0.0,
"bleak-house-chapter-21, sentence-31",,,,1.0,,1.0,
"bleak-house-chapter-21, sentence-32",,,,1.0,,0.0,
"bleak-house-chapter-21, sentence-33",,,,0.0,,1.0,
"bleak-house-chapter-21, sentence-34",,,,0.0,,1.0,
"bleak-house-chapter-21, sentence-35",,,,0.0,,1.0,
"bleak-house-chapter-22, sentence-0",,0.0,,1.0,,1.0,
"bleak-house-chapter-22, sentence-1",,0.0,,0.0,,0.0,
"bleak-house-chapter-22, sentence-2",,1.0,,1.0,,1.0,
"bleak-house-chapter-22, sentence-3",,0.0,,1.0,,1.0,
"bleak-house-chapter-22, sentence-4",,1.0,,1.0,,1.0,
